Padstack Used	Location
ack name in the Bounding Box drawn in the mitikas.mcm file are listed below.
Padstack Used	Location
5043.	"L03-L04"	(-2401.0 -8888.55)
5044.	"L02-L03"	(-2179.0 -8474.0)
5045.	"L03-L04"	(-2287.45 -8477.0)
5046.	"L04-L05"	(-2184.45 -8514.0)
5047.	"L04-L05"	(-2800.55 -8535.0)
5048.	"L02-L03"	(-2801.0 -8490.0)
5049.	"L03-L04"	(-2692.55 -8491.0)
5050.	"L02-L03"	(-3035.0 -9143.0)
5051.	"L01-L02"	(-1890.0 -8295.0)
5052.	"L01-L02"	(-2430.0 -8835.0)
5053.	"L01-L02"	(-2610.0 -9015.0)
5054.	"L01-L02"	(-1890.0 -8655.0)
5055.	"L01-L02"	(-1890.0 -7935.0)
5056.	"L01-L02"	(-2610.0 -8655.0)
5057.	"L01-L02"	(-2430.0 -8475.0)
5058.	"L01-L02"	(-2610.0 -8295.0)
5059.	"L01-L02"	(-2430.0 -8115.0)
5060.	"L01-L02"	(-2610.0 -7935.0)
5061.	"L09-L10"	(-2230.0 -8770.0)
5062.	"L08-L09"	(-2295.0 -8685.0)
5063.	"L08-L09"	(-2044.0 -9067.0)
5064.	"L02-L03"	(-2538.0 -7826.0)
5065.	"L01-L02"	(-2610.0 -7755.0)
5066.	"L02-L03"	(-2358.0 -7646.0)
5067.	"L01-L02"	(-2430.0 -7575.0)
5068.	"L02-L03"	(-1818.0 -7106.0)
5069.	"L01-L02"	(-1890.0 -7035.0)
5070.	"L02-L03"	(-1818.0 -7826.0)
5071.	"L01-L02"	(-1890.0 -7755.0)
5072.	"L02-L03"	(-3078.0 -7646.0)
5073.	"L01-L02"	(-1890.0 -6675.0)
5074.	"L02-L03"	(-1818.0 -6746.0)
5075.	"L01-L02"	(-2430.0 -7215.0)
5076.	"L02-L03"	(-2358.0 -7286.0)
5077.	"L01-L02"	(-2610.0 -7395.0)
5078.	"L02-L03"	(-2538.0 -7466.0)
5079.	"L01-L02"	(-2430.0 -6855.0)
5080.	"L02-L03"	(-2358.0 -6926.0)
5081.	"L01-L02"	(-2610.0 -7035.0)
5082.	"L02-L03"	(-2538.0 -7106.0)
5083.	"L02-L03"	(-1818.0 -7466.0)
5084.	"L01-L02"	(-1890.0 -7395.0)
5085.	"L02-L03"	(-3078.0 -6566.0)
5086.	"L03-L04"	(-2692.55 -7491.0)
5087.	"L04-L05"	(-2800.55 -7535.0)
5088.	"L04-L05"	(-1727.0 -6779.0)
5089.	"L03-L04"	(-1804.0 -6849.0)
5090.	"L04-L05"	(-1800.55 -6535.0)
5091.	"L03-L04"	(-2170.0 -7175.0)
5092.	"L04-L05"	(-2249.0 -7250.0)
5093.	"L04-L05"	(-2184.45 -7514.0)
5094.	"L03-L04"	(-2287.45 -7477.0)
5095.	"L04-L05"	(-2505.0 -7181.45)
5096.	"L03-L04"	(-2523.0 -7305.45)
5097.	"L03-L04"	(-2519.0 -7695.55)
5098.	"L04-L05"	(-2447.0 -7773.55)
5099.	"L04-L05"	(-2727.0 -7779.0)
5100.	"L03-L04"	(-2804.0 -7849.0)
5101.	"L02-L03"	(-3078.0 -6926.0)
5102.	"L02-L03"	(-2503.0 -6568.0)
5103.	"L02-L03"	(-2538.0 -6746.0)
5104.	"L01-L02"	(-2610.0 -6675.0)
5105.	"L02-L03"	(-3078.0 -7286.0)
5106.	"L08-L10"	(-1877.0 -6958.0)
5107.	"L08-L10"	(-3056.0 -7384.0)
5108.	"L01-L02"	(-2430.0 -7035.0)
5109.	"L01-L02"	(-2610.0 -7215.0)
5110.	"L01-L02"	(-1890.0 -6855.0)
5111.	"L01-L02"	(-2430.0 -7395.0)
5112.	"L01-L02"	(-2610.0 -7575.0)
5113.	"L04-L05"	(-1800.55 -7535.0)
5114.	"L02-L03"	(-2012.0 -7819.0)
5115.	"L04-L05"	(-1727.0 -7779.0)
5116.	"L04-L05"	(-2184.45 -6514.0)
5117.	"L04-L05"	(-2447.0 -6773.55)
5118.	"L02-L03"	(-2298.0 -6783.0)
5119.	"L03-L04"	(-2373.0 -6691.55)
5120.	"L02-L03"	(-2745.0 -6760.0)
5121.	"L03-L04"	(-2804.0 -6849.0)
5122.	"L04-L05"	(-2727.0 -6779.0)
5123.	"L04-L05"	(-2800.55 -6535.0)
5124.	"L02-L03"	(-2978.0 -7427.0)
5125.	"L03-L04"	(-3055.45 -7514.0)
5126.	"L02-L03"	(-3058.0 -7099.0)
5127.	"L01-L02"	(-1890.0 -7575.0)
5128.	"L01-L02"	(-1890.0 -7215.0)
5129.	"L01-L02"	(-2430.0 -7755.0)
5130.	"L01-L02"	(-2610.0 -6855.0)
5131.	"L01-L02"	(-2430.0 -6675.0)
5132.	"L09-L10"	(-2230.0 -6770.0)
5133.	"L09-L10"	(-2770.0 -6770.0)
5134.	"L09-L10"	(-2230.0 -7770.0)
5135.	"L08-L09"	(-2295.0 -7685.0)
5136.	"L01-L02"	(-1890.0 -6315.0)
5137.	"L02-L03"	(-1818.0 -6386.0)
5138.	"L02-L03"	(-2358.0 -5846.0)
5139.	"L01-L02"	(-2430.0 -5775.0)
5140.	"L02-L03"	(-1818.0 -5306.0)
5141.	"L02-L03"	(-2538.0 -6026.0)
5142.	"L01-L02"	(-2610.0 -5955.0)
5143.	"SMALL_PTH"	(-2497.0 -5479.0)
5144.	"L06-L07"	(-2825.55 -5500.0)
5145.	"L06-L07"	(-2250.0 -5250.0)
5146.	"L06-L07"	(-2174.45 -5500.0)
5147.	"L06-L07"	(-2500.0 -5825.55)
5148.	"L06-L07"	(-2750.0 -5750.0)
5149.	"L08-L09"	(-2894.0 -5894.0)
5150.	"L09-L10"	(-2822.0 -5822.0)
5151.	"L07-L08"	(-2822.0 -5822.0)
5152.	"L09-L10"	(-2878.55 -5500.0)
5153.	"L09-L10"	(-2500.0 -5878.55)
5154.	"L09-L10"	(-2121.45 -5500.0)
5155.	"L08-L09"	(-2500.0 -5747.49)
5156.	"L08-L09"	(-2252.51 -5500.0)
5157.	"L08-L09"	(-2747.49 -5500.0)
5158.	"L07-L08"	(-2786.52 -5406.61)
5159.	"L07-L08"	(-2213.48 -5593.39)
5160.	"L07-L08"	(-2593.39 -5786.52)
5161.	"L04-L05"	(-2727.0 -5779.0)
5162.	"L03-L04"	(-2804.0 -5849.0)
5163.	"L03-L04"	(-2478.0 -5907.55)
5164.	"L04-L05"	(-2447.0 -5773.55)
5165.	"L03-L04"	(-2692.55 -5491.0)
5166.	"L04-L05"	(-2800.55 -5535.0)
5167.	"L04-L05"	(-2249.0 -5250.0)
5168.	"L04-L05"	(-2184.45 -5514.0)
5169.	"L03-L04"	(-2167.45 -5411.0)
5170.	"L03-L04"	(-2454.0 -5284.45)
5171.	"L02-L03"	(-3078.0 -5846.0)
5172.	"L02-L03"	(-3078.0 -6206.0)
5173.	"L02-L03"	(-2538.0 -5666.0)
5174.	"L02-L03"	(-2358.0 -5486.0)
5175.	"L01-L02"	(-2430.0 -5415.0)
5176.	"L01-L02"	(-2610.0 -5595.0)
5177.	"L02-L03"	(-1818.0 -5666.0)
5178.	"L01-L02"	(-1890.0 -5595.0)
5179.	"L02-L03"	(-2335.0 -6069.0)
5180.	"L01-L02"	(-2430.0 -6135.0)
5181.	"L02-L03"	(-2538.0 -6386.0)
5182.	"L01-L02"	(-2610.0 -6315.0)
5183.	"L02-L03"	(-1818.0 -6026.0)
5184.	"L01-L02"	(-1890.0 -5955.0)
5185.	"L01-L02"	(-2430.0 -6495.0)
5186.	"L01-L02"	(-2610.0 -5415.0)
5187.	"L01-L02"	(-1890.0 -6495.0)
5188.	"L06-L07"	(-1825.55 -5500.0)
5189.	"L06-L07"	(-1750.0 -5750.0)
5190.	"L08-L09"	(-1894.0 -5894.0)
5191.	"L07-L08"	(-1822.0 -5822.0)
5192.	"L09-L10"	(-1878.55 -5500.0)
5193.	"L02-L03"	(-3016.0 -5324.0)
5194.	"L04-L05"	(-1800.55 -5535.0)
5195.	"L02-L03"	(-1996.0 -5861.0)
5196.	"L03-L04"	(-1886.0 -5857.0)
5197.	"L04-L05"	(-1727.0 -5779.0)
5198.	"L04-L05"	(-2249.0 -6250.0)
5199.	"L02-L03"	(-2134.0 -6278.0)
5200.	"L03-L04"	(-2170.0 -6175.0)
5201.	"L02-L03"	(-2179.0 -6474.0)
5202.	"L03-L04"	(-2287.45 -6477.0)
5203.	"L02-L03"	(-2348.0 -6252.0)
5204.	"L03-L04"	(-2454.0 -6284.45)
5205.	"L04-L05"	(-2505.0 -6181.45)
5206.	"SMALL_PTH"	(-1997.0 -5979.0)
5207.	"L02-L03"	(-2801.0 -6490.0)
5208.	"L03-L04"	(-2692.55 -6491.0)
5209.	"L01-L02"	(-2610.0 -5775.0)
5210.	"L01-L02"	(-2430.0 -5595.0)
5211.	"L01-L02"	(-1890.0 -5415.0)
5212.	"L01-L02"	(-2610.0 -6135.0)
5213.	"L01-L02"	(-2430.0 -5955.0)
5214.	"L01-L02"	(-1890.0 -5775.0)
5215.	"L01-L02"	(-2430.0 -6315.0)
5216.	"L01-L02"	(-2610.0 -6495.0)
5217.	"L01-L02"	(-1890.0 -6135.0)
5218.	"L09-L10"	(-2230.0 -6230.0)
5219.	"L09-L10"	(-2770.0 -6230.0)
5220.	"L01-L02"	(-1890.0 -5235.0)
5221.	"L06-L07"	(-1825.55 -4500.0)
5222.	"L06-L07"	(-1750.0 -4750.0)
5223.	"L06-L07"	(-2500.0 -5174.45)
5224.	"L08-L09"	(-1894.0 -4894.0)
5225.	"L09-L10"	(-1822.0 -4822.0)
5226.	"L07-L08"	(-1822.0 -4822.0)
5227.	"L07-L08"	(-2178.0 -5178.0)
5228.	"L09-L10"	(-2178.0 -5178.0)
5229.	"L08-L09"	(-2106.0 -5106.0)
5230.	"L09-L10"	(-1878.55 -4500.0)
5231.	"L09-L10"	(-2500.0 -5121.45)
5232.	"L08-L09"	(-2500.0 -5252.51)
5233.	"L07-L08"	(-2406.61 -5213.48)
5234.	"L03-L04"	(-2170.0 -5175.0)
5235.	"L04-L05"	(-2505.0 -5181.45)
5236.	"L04-L05"	(-1727.0 -4779.0)
5237.	"L03-L04"	(-1804.0 -4849.0)
5238.	"L04-L05"	(-1800.55 -4535.0)
5239.	"SMALL_PTH"	(-1997.0 -4979.0)
5240.	"L02-L03"	(-1818.0 -4586.0)
5241.	"L02-L03"	(-2708.0 -5153.0)
5242.	"L02-L03"	(-2358.0 -5126.0)
5243.	"L01-L02"	(-1890.0 -4515.0)
5244.	"L01-L02"	(-2430.0 -5055.0)
5245.	"L01-L02"	(-2610.0 -5235.0)
5246.	"L02-L03"	(-1982.0 -4809.0)
5247.	"L01-L02"	(-1890.0 -4875.0)
5248.	"L02-L03"	(-3078.0 -4046.0)
5249.	"L02-L03"	(-3078.0 -4406.0)
5250.	"L01-L02"	(-2430.0 -3975.0)
5251.	"L02-L03"	(-2538.0 -4226.0)
5252.	"L01-L02"	(-2610.0 -4155.0)
5253.	"L02-L03"	(-3078.0 -4766.0)
5254.	"L02-L03"	(-2358.0 -4406.0)
5255.	"L01-L02"	(-2430.0 -4335.0)
5256.	"L02-L03"	(-2538.0 -4586.0)
5257.	"L01-L02"	(-2610.0 -4515.0)
5258.	"L02-L03"	(-3054.0 -4989.0)
5259.	"L02-L03"	(-2358.0 -4766.0)
5260.	"L01-L02"	(-2430.0 -4695.0)
5261.	"L02-L03"	(-2538.0 -4946.0)
5262.	"L01-L02"	(-2610.0 -4875.0)
5263.	"L02-L03"	(-1818.0 -4226.0)
5264.	"L01-L02"	(-1890.0 -4155.0)
5265.	"L01-L02"	(-1890.0 -4335.0)
5266.	"L01-L02"	(-2430.0 -4875.0)
5267.	"L01-L02"	(-2610.0 -5055.0)
5268.	"L01-L02"	(-1890.0 -4695.0)
5269.	"L01-L02"	(-2430.0 -5235.0)
5270.	"L01-L02"	(-2610.0 -3975.0)
5271.	"L01-L02"	(-2610.0 -4695.0)
5272.	"L01-L02"	(-2430.0 -4515.0)
5273.	"L01-L02"	(-1890.0 -3975.0)
5274.	"L01-L02"	(-2610.0 -4335.0)
5275.	"L01-L02"	(-2430.0 -4155.0)
5276.	"L06-L07"	(-2825.55 -4500.0)
5277.	"L06-L07"	(-2250.0 -4250.0)
5278.	"L06-L07"	(-2500.0 -4174.45)
5279.	"L06-L07"	(-2174.45 -4500.0)
5280.	"L06-L07"	(-2500.0 -4825.55)
5281.	"L06-L07"	(-2750.0 -4750.0)
5282.	"L08-L09"	(-2894.0 -4894.0)
5283.	"L07-L08"	(-2822.0 -4822.0)
5284.	"L07-L08"	(-2178.0 -4178.0)
5285.	"L08-L09"	(-2106.0 -4106.0)
5286.	"L09-L10"	(-2121.45 -4500.0)
5287.	"L09-L10"	(-2500.0 -4878.55)
5288.	"L09-L10"	(-2878.55 -4500.0)
5289.	"L09-L10"	(-2500.0 -4121.45)
5290.	"L08-L09"	(-2500.0 -4747.49)
5291.	"L08-L09"	(-2500.0 -4252.51)
5292.	"L08-L09"	(-2747.49 -4500.0)
5293.	"L08-L09"	(-2252.51 -4500.0)
5294.	"L07-L08"	(-2406.61 -4213.48)
5295.	"L07-L08"	(-2213.48 -4593.39)
5296.	"L07-L08"	(-2786.52 -4406.61)
5297.	"L07-L08"	(-2593.39 -4786.52)
5298.	"L02-L03"	(-2186.0 -4284.0)
5299.	"L04-L05"	(-2249.0 -4250.0)
5300.	"L03-L04"	(-2170.0 -4175.0)
5301.	"L02-L03"	(-2179.0 -4474.0)
5302.	"L03-L04"	(-2073.45 -4514.0)
5303.	"L04-L05"	(-2184.45 -4514.0)
5304.	"L02-L03"	(-2342.0 -4209.0)
5305.	"L03-L04"	(-2410.0 -4106.45)
5306.	"L04-L05"	(-2505.0 -4181.45)
5307.	"L02-L03"	(-2287.0 -4929.0)
5308.	"L04-L05"	(-2447.0 -4773.55)
5309.	"L03-L04"	(-2404.0 -4912.55)
5310.	"L02-L03"	(-2745.0 -4760.0)
5311.	"L03-L04"	(-2804.0 -4849.0)
5312.	"L04-L05"	(-2727.0 -4779.0)
5313.	"SMALL_PTH"	(-2497.0 -4479.0)
5314.	"L02-L03"	(-3035.0 -5144.0)
5315.	"L04-L05"	(-2800.55 -4535.0)
5316.	"L02-L03"	(-2801.0 -4490.0)
5317.	"L03-L04"	(-2692.55 -4491.0)
5318.	"L01-L02"	(-1890.0 -5055.0)
5319.	"L01-L02"	(-2250.0 -2980.5)
5320.	"L02-L03"	(-2160.0 -3027.0)
5321.	"L01-L02"	(-2070.0 -2980.5)
5322.	"L04-L05"	(-2790.0 -3011.0)
5323.	"L03-L04"	(-2790.0 -3183.0)
5324.	"L02-L03"	(-2853.0 -3262.0)
5325.	"L01-L02"	(-2790.0 -3183.0)
5326.	"L04-L05"	(-2430.0 -3011.0)
5327.	"L03-L04"	(-2430.0 -3183.0)
5328.	"L02-L03"	(-2366.0 -3275.0)
5329.	"L01-L02"	(-2430.0 -3183.0)
5330.	"L04-L05"	(-2070.0 -3011.0)
5331.	"L03-L04"	(-2070.0 -3183.0)
5332.	"L02-L03"	(-2133.0 -3262.0)
5333.	"L01-L02"	(-2070.0 -3183.0)
5334.	"L06-L07"	(-1750.0 -2750.0)
5335.	"L06-L07"	(-2500.0 -3174.45)
5336.	"L06-L07"	(-2825.55 -3500.0)
5337.	"L06-L07"	(-2250.0 -3250.0)
5338.	"L06-L07"	(-2174.45 -3500.0)
5339.	"L06-L07"	(-2500.0 -3825.55)
5340.	"L06-L07"	(-2750.0 -3750.0)
5341.	"L08-L09"	(-1894.0 -2894.0)
5342.	"L09-L10"	(-1822.0 -2822.0)
5343.	"L07-L08"	(-1822.0 -2822.0)
5344.	"L07-L08"	(-2178.0 -3178.0)
5345.	"L09-L10"	(-2178.0 -3178.0)
5346.	"L08-L09"	(-2106.0 -3106.0)
5347.	"L08-L09"	(-2894.0 -3894.0)
5348.	"L09-L10"	(-2822.0 -3822.0)
5349.	"L07-L08"	(-2822.0 -3822.0)
5350.	"L09-L10"	(-2878.55 -3500.0)
5351.	"L09-L10"	(-2500.0 -3878.55)
5352.	"L09-L10"	(-2121.45 -3500.0)
5353.	"L09-L10"	(-2500.0 -3121.45)
5354.	"L08-L09"	(-2500.0 -3747.49)
5355.	"L08-L09"	(-2252.51 -3500.0)
5356.	"L08-L09"	(-2500.0 -3252.51)
5357.	"L08-L09"	(-2747.49 -3500.0)
5358.	"L07-L08"	(-2786.52 -3406.61)
5359.	"L07-L08"	(-2213.48 -3593.39)
5360.	"L07-L08"	(-2593.39 -3786.52)
5361.	"L07-L08"	(-2406.61 -3213.48)
5362.	"L02-L03"	(-2673.0 -3464.5)
5363.	"L01-L02"	(-2610.0 -3385.5)
5364.	"L01-L02"	(-2250.0 -3385.5)
5365.	"L02-L03"	(-2313.0 -3464.5)
5366.	"L02-L03"	(-2538.0 -3866.0)
5367.	"L01-L02"	(-2610.0 -3795.0)
5368.	"L02-L03"	(-2334.0 -3906.0)
5369.	"L02-L03"	(-1818.0 -3866.0)
5370.	"L01-L02"	(-1890.0 -3795.0)
5371.	"L01-L02"	(-2790.0 -3385.5)
5372.	"L01-L02"	(-2070.0 -3385.5)
5373.	"L01-L02"	(-2430.0 -3795.0)
5374.	"L01-L02"	(-2610.0 -3615.0)
5375.	"L01-L02"	(-1890.0 -3615.0)
5376.	"L06-L07"	(-2500.0 -2825.55)
5377.	"L06-L07"	(-2750.0 -2750.0)
5378.	"L06-L07"	(-1825.55 -3500.0)
5379.	"L06-L07"	(-1750.0 -3750.0)
5380.	"L08-L09"	(-2894.0 -2894.0)
5381.	"L07-L08"	(-2822.0 -2822.0)
5382.	"L09-L10"	(-2500.0 -2878.55)
5383.	"L08-L09"	(-2500.0 -2747.49)
5384.	"L07-L08"	(-2593.39 -2786.52)
5385.	"L08-L09"	(-1894.0 -3894.0)
5386.	"L07-L08"	(-1822.0 -3822.0)
5387.	"L09-L10"	(-1878.55 -3500.0)
5388.	"L01-L02"	(-2250.0 -3183.0)
5389.	"L02-L03"	(-2334.0 -3110.0)
5390.	"L02-L03"	(-2694.0 -3110.0)
5391.	"L01-L02"	(-2610.0 -3183.0)
5392.	"L01-L02"	(-2430.0 -3385.5)
5393.	"L02-L03"	(-2493.0 -3464.5)
5394.	"L01-L02"	(-2430.0 -2778.0)
5395.	"L02-L03"	(-2367.0 -2699.0)
5396.	"L01-L02"	(-2070.0 -2778.0)
5397.	"L02-L03"	(-2007.0 -2699.0)
5398.	"L01-L02"	(-2790.0 -2778.0)
5399.	"L02-L03"	(-2876.0 -2853.0)
5400.	"L02-L03"	(-3087.0 -2699.0)
5401.	"L01-L02"	(-2970.0 -3385.5)
5402.	"L02-L03"	(-3033.0 -3464.5)
5403.	"L02-L03"	(-3032.0 -3283.0)
5404.	"L01-L02"	(-2970.0 -3183.0)
5405.	"L01-L02"	(-1890.0 -3183.0)
5406.	"L02-L03"	(-1974.0 -3110.0)
5407.	"L02-L03"	(-1953.0 -3464.5)
5408.	"L01-L02"	(-1890.0 -3385.5)
5409.	"L01-L02"	(-2790.0 -2980.5)
5410.	"L02-L03"	(-2720.0 -2878.5)
5411.	"L03-L04"	(-2611.0 -2782.0)
5412.	"L03-L04"	(-2574.0 -3246.0)
5413.	"L02-L03"	(-2547.0 -3059.5)
5414.	"L01-L02"	(-2610.0 -2980.5)
5415.	"L03-L04"	(-1910.0 -2911.0)
5416.	"L02-L03"	(-1827.0 -3059.5)
5417.	"L01-L02"	(-1890.0 -2980.5)
5418.	"L01-L02"	(-2970.0 -2980.5)
5419.	"L02-L03"	(-3037.0 -2894.5)
5420.	"L03-L04"	(-3072.0 -3039.5)
5421.	"L03-L04"	(-2953.0 -2748.5)
5422.	"L01-L02"	(-2430.0 -2980.5)
5423.	"L02-L03"	(-2493.0 -2901.5)
5424.	"L03-L04"	(-2607.0 -2947.0)
5425.	"L06-L07"	(-2825.55 -1500.0)
5426.	"L06-L07"	(-2174.45 -1500.0)
5427.	"L06-L07"	(-2500.0 -1825.55)
5428.	"L06-L07"	(-2750.0 -1750.0)
5429.	"L06-L07"	(-1825.55 -2500.0)
5430.	"L08-L09"	(-2894.0 -1894.0)
5431.	"L09-L10"	(-2822.0 -1822.0)
5432.	"L07-L08"	(-2822.0 -1822.0)
5433.	"L09-L10"	(-1878.55 -2500.0)
5434.	"L09-L10"	(-2878.55 -1500.0)
5435.	"L09-L10"	(-2500.0 -1878.55)
5436.	"L09-L10"	(-2121.45 -1500.0)
5437.	"L08-L09"	(-2500.0 -1747.49)
5438.	"L08-L09"	(-2252.51 -1500.0)
5439.	"L08-L09"	(-2747.49 -1500.0)
5440.	"L07-L08"	(-2786.52 -1406.61)
5441.	"L07-L08"	(-2213.48 -1593.39)
5442.	"L07-L08"	(-2593.39 -1786.52)
5443.	"L01-L02"	(-2970.0 -1568.0)
5444.	"L01-L02"	(-2970.0 -1968.0)
5445.	"L01-L02"	(-2250.0 -1568.0)
5446.	"L01-L02"	(-2250.0 -1968.0)
5447.	"L01-L02"	(-1890.0 -1968.0)
5448.	"L01-L02"	(-1890.0 -1568.0)
5449.	"L01-L02"	(-2610.0 -1968.0)
5450.	"L01-L02"	(-2610.0 -1568.0)
5451.	"L04-L05"	(-2430.0 -2005.0)
5452.	"L04-L05"	(-2640.0 -2190.0)
5453.	"L06-L07"	(-1825.55 -1500.0)
5454.	"L06-L07"	(-1750.0 -1750.0)
5455.	"L06-L07"	(-2500.0 -2174.45)
5456.	"L06-L07"	(-2825.55 -2500.0)
5457.	"L06-L07"	(-2250.0 -2250.0)
5458.	"L06-L07"	(-2174.45 -2500.0)
5459.	"L08-L09"	(-1894.0 -1894.0)
5460.	"L07-L08"	(-1822.0 -1822.0)
5461.	"L07-L08"	(-2178.0 -2178.0)
5462.	"L08-L09"	(-2106.0 -2106.0)
5463.	"L09-L10"	(-1878.55 -1500.0)
5464.	"L09-L10"	(-2121.45 -2500.0)
5465.	"L09-L10"	(-2878.55 -2500.0)
5466.	"L09-L10"	(-2500.0 -2121.45)
5467.	"L08-L09"	(-2500.0 -2252.51)
5468.	"L08-L09"	(-2747.49 -2500.0)
5469.	"L08-L09"	(-2252.51 -2500.0)
5470.	"L07-L08"	(-2406.61 -2213.48)
5471.	"L07-L08"	(-2213.48 -2593.39)
5472.	"L07-L08"	(-2786.52 -2406.61)
5473.	"L02-L03"	(-2070.0 -1867.0)
5474.	"L01-L02"	(-2070.0 -1968.0)
5475.	"L02-L03"	(-2430.0 -1867.0)
5476.	"L01-L02"	(-2430.0 -1968.0)
5477.	"L02-L03"	(-2790.0 -1867.0)
5478.	"L01-L02"	(-2790.0 -1968.0)
5479.	"L01-L02"	(-2610.0 -2373.0)
5480.	"L02-L03"	(-2547.0 -2294.0)
5481.	"L01-L02"	(-2250.0 -2373.0)
5482.	"L02-L03"	(-2341.0 -2303.0)
5483.	"L01-L02"	(-1890.0 -2373.0)
5484.	"L02-L03"	(-1827.0 -2294.0)
5485.	"L01-L02"	(-2970.0 -2373.0)
5486.	"L02-L03"	(-2907.0 -2294.0)
5487.	"L03-L04"	(-2153.0 -2388.0)
5488.	"L02-L03"	(-2133.0 -2496.5)
5489.	"L01-L02"	(-2070.0 -2575.5)
5490.	"L01-L02"	(-2250.0 -2575.5)
5491.	"L02-L03"	(-2187.0 -2654.5)
5492.	"L03-L04"	(-2250.0 -2575.5)
5493.	"L01-L02"	(-2970.0 -2170.5)
5494.	"L01-L02"	(-2790.0 -2170.5)
5495.	"L03-L04"	(-2916.0 -2417.5)
5496.	"L02-L03"	(-2853.0 -2496.5)
5497.	"L01-L02"	(-2790.0 -2575.5)
5498.	"L03-L04"	(-2694.0 -2567.5)
5499.	"L02-L03"	(-2547.0 -2654.5)
5500.	"L01-L02"	(-2610.0 -2575.5)
5501.	"L01-L02"	(-2610.0 -2170.5)
5502.	"L01-L02"	(-2430.0 -2170.5)
5503.	"L01-L02"	(-2430.0 -2575.5)
5504.	"L02-L03"	(-2493.0 -2496.5)
5505.	"L03-L04"	(-2556.0 -2417.5)
5506.	"L03-L04"	(-1890.0 -2575.5)
5507.	"L02-L03"	(-1827.0 -2654.5)
5508.	"L01-L02"	(-1890.0 -2575.5)
5509.	"L03-L04"	(-1836.0 -2417.5)
5510.	"L01-L02"	(-2070.0 -2170.5)
5511.	"L01-L02"	(-1890.0 -2170.5)
5512.	"L02-L03"	(-2907.0 -2654.5)
5513.	"L01-L02"	(-2970.0 -2575.5)
5514.	"L01-L02"	(-2250.0 -2170.5)
5515.	"L04-L05"	(-2645.0 -565.0)
5516.	"L01-L02"	(-2725.0 -1175.0)
5517.	"L01-L02"	(-2125.0 -375.0)
5518.	"L06-L07"	(-1825.55 -500.0)
5519.	"L06-L07"	(-1750.0 -750.0)
5520.	"L06-L07"	(-2500.0 -1174.45)
5521.	"L06-L07"	(-2250.0 -1250.0)
5522.	"L08-L09"	(-1894.0 -894.0)
5523.	"L09-L10"	(-1822.0 -822.0)
5524.	"L07-L08"	(-1822.0 -822.0)
5525.	"L09-L10"	(-1878.55 -500.0)
5526.	"L07-L08"	(-2178.0 -1178.0)
5527.	"L09-L10"	(-2178.0 -1178.0)
5528.	"L08-L09"	(-2106.0 -1106.0)
5529.	"L09-L10"	(-2500.0 -1121.45)
5530.	"L08-L09"	(-2500.0 -1252.51)
5531.	"L07-L08"	(-2406.61 -1213.48)
5532.	"L04-L05"	(-2365.0 -35.0)
5533.	"L06-L07"	(-2500.0 -174.45)
5534.	"L06-L07"	(-2825.55 -500.0)
5535.	"L06-L07"	(-2250.0 -250.0)
5536.	"L06-L07"	(-2174.45 -500.0)
5537.	"L06-L07"	(-2500.0 -825.55)
5538.	"L06-L07"	(-2750.0 -750.0)
5539.	"L07-L08"	(-2178.0 -178.0)
5540.	"L08-L09"	(-2106.0 -106.0)
5541.	"L08-L09"	(-2894.0 -894.0)
5542.	"L07-L08"	(-2822.0 -822.0)
5543.	"L09-L10"	(-2500.0 -878.55)
5544.	"L09-L10"	(-2500.0 -121.45)
5545.	"L09-L10"	(-2878.55 -500.0)
5546.	"L09-L10"	(-2121.45 -500.0)
5547.	"L08-L09"	(-2500.0 -747.49)
5548.	"L08-L09"	(-2500.0 -252.51)
5549.	"L08-L09"	(-2747.49 -500.0)
5550.	"L08-L09"	(-2252.51 -500.0)
5551.	"L07-L08"	(-2406.61 -213.48)
5552.	"L07-L08"	(-2213.48 -593.39)
5553.	"L07-L08"	(-2786.52 -406.61)
5554.	"L07-L08"	(-2593.39 -786.52)
5555.	"L03-L04"	(-2864.0 -153.0)
5556.	"L02-L03"	(-2581.0 -114.0)
5557.	"L02-L03"	(-2109.0 -218.0)
5558.	"L02-L03"	(-1939.0 -221.0)
5559.	"L02-L03"	(-2434.0 -225.0)
5560.	"L04-L05"	(-2970.0 795.0)
5561.	"L07-L08"	(-2406.61 786.52)
5562.	"L07-L08"	(-2593.39 213.48)
5563.	"L07-L08"	(-2213.48 406.61)
5564.	"L07-L08"	(-2786.52 593.39)
5565.	"L08-L09"	(-2747.49 500.0)
5566.	"L08-L09"	(-2500.0 747.49)
5567.	"L08-L09"	(-2252.51 500.0)
5568.	"L08-L09"	(-2500.0 252.51)
5569.	"L09-L10"	(-2500.0 878.55)
5570.	"L09-L10"	(-2121.45 500.0)
5571.	"L09-L10"	(-2500.0 121.45)
5572.	"L09-L10"	(-2878.55 500.0)
5573.	"L07-L08"	(-2822.0 178.0)
5574.	"L09-L10"	(-2822.0 178.0)
5575.	"L08-L09"	(-2894.0 106.0)
5576.	"L08-L09"	(-2106.0 894.0)
5577.	"L09-L10"	(-2178.0 822.0)
5578.	"L07-L08"	(-2178.0 822.0)
5579.	"L06-L07"	(-2750.0 250.0)
5580.	"L06-L07"	(-2500.0 174.45)
5581.	"L06-L07"	(-2174.45 500.0)
